date,sku_id,category,sales_volume,unit_cost,lead_time_days
2023-07-16,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,777.1,2.8,4
2023-07-17,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,993.7,2.8,5
2023-07-18,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,978.8,2.8,4
2023-07-19,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,961.6,2.8,5
2023-07-20,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,999.5,2.8,4
2023-07-21,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1085.4,2.8,4
2023-07-22,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,816.2,2.8,3
2023-07-23,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,866.1,2.8,3
2023-07-24,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1068.2,2.8,5
2023-07-25,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,911.0,2.8,4
2023-07-26,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,893.9,2.8,3
2023-07-27,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,951.5,2.8,4
2023-07-28,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,985.2,2.8,3
2023-07-29,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,730.1,2.8,4
2023-07-30,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,742.4,2.8,4
2023-07-31,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,913.5,2.8,4
2023-08-01,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,814.8,2.8,4
2023-08-02,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1012.7,2.8,5
2023-08-03,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1031.8,2.8,5
2023-08-04,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,874.4,2.8,4
2023-08-05,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,765.4,2.8,3
2023-08-06,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,768.3,2.8,4
2023-08-07,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1074.3,2.8,5
2023-08-08,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,859.1,2.8,4
2023-08-09,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1083.7,2.8,4
2023-08-10,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,917.1,2.8,4
2023-08-11,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,825.6,2.8,4
2023-08-12,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,839.8,2.8,4
2023-08-13,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,770.9,2.8,4
2023-08-14,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1026.9,2.8,4
2023-08-15,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,845.0,2.8,3
2023-08-16,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,948.2,2.8,5
2023-08-17,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,807.1,2.8,4
2023-08-18,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,838.5,2.8,3
2023-08-19,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,853.1,2.8,4
2023-08-20,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,823.0,2.8,5
2023-08-21,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1052.5,2.8,3
2023-08-22,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1093.7,2.8,4
2023-08-23,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,972.0,2.8,4
2023-08-24,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,806.2,2.8,3
2023-08-25,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1013.7,2.8,4
2023-08-26,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,748.6,2.8,4
2023-08-27,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,716.6,2.8,4
2023-08-28,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,880.5,2.8,5
2023-08-29,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1019.7,2.8,4
2023-08-30,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,944.8,2.8,5
2023-08-31,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1007.9,2.8,4
2023-09-01,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,981.5,2.8,5
2023-09-02,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,727.2,2.8,4
2023-09-03,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,794.6,2.8,2
2023-09-04,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,922.8,2.8,4
2023-09-05,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,959.8,2.8,4
2023-09-06,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1049.2,2.8,4
2023-09-07,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1060.5,2.8,5
2023-09-08,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,916.9,2.8,5
2023-09-09,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,824.8,2.8,5
2023-09-10,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,777.3,2.8,4
2023-09-11,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,925.5,2.8,4
2023-09-12,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,953.0,2.8,4
2023-09-13,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,936.3,2.8,4
2023-09-14,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,895.5,2.8,4
2023-09-15,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1059.5,2.8,3
2023-09-16,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,808.8,2.8,4
2023-09-17,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,797.9,2.8,4
2023-09-18,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,888.2,2.8,5
2023-09-19,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1046.1,2.8,4
2023-09-20,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1032.5,2.8,4
2023-09-21,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,819.1,2.8,4
2023-09-22,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,922.0,2.8,4
2023-09-23,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,719.6,2.8,5
2023-09-24,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,721.8,2.8,5
2023-09-25,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,890.8,2.8,5
2023-09-26,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,930.0,2.8,5
2023-09-27,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1060.4,2.8,4
2023-09-28,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1082.8,2.8,4
2023-09-29,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,864.4,2.8,5
2023-09-30,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,781.2,2.8,4
2023-10-01,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,716.3,2.8,4
2023-10-02,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1073.8,2.8,4
2023-10-03,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,951.3,2.8,5
2023-10-04,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,899.7,2.8,3
2023-10-05,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1060.6,2.8,3
2023-10-06,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1054.1,2.8,4
2023-10-07,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,725.9,2.8,3
2023-10-08,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,701.0,2.8,4
2023-10-09,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1012.9,2.8,5
2023-10-10,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1041.1,2.8,5
2023-10-11,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,972.7,2.8,4
2023-10-12,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,957.4,2.8,3
2023-10-13,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1085.6,2.8,5
2023-10-14,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,739.3,2.8,4
2023-10-15,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,737.8,2.8,4
2023-10-16,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,876.0,2.8,5
2023-10-17,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,990.7,2.8,4
2023-10-18,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1130.2,2.8,3
2023-10-19,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1029.9,2.8,3
2023-10-20,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,890.4,2.8,5
2023-10-21,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,858.1,2.8,3
2023-10-22,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,820.6,2.8,4
2023-10-23,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,854.1,2.8,3
2023-10-24,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,818.1,2.8,4
2023-10-25,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1005.7,2.8,5
2023-10-26,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,990.2,2.8,4
2023-10-27,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,925.3,2.8,4
2023-10-28,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,873.8,2.8,5
2023-10-29,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,755.3,2.8,4
2023-10-30,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,878.7,2.8,4
2023-10-31,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,961.5,2.8,4
2023-11-01,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1055.5,2.8,4
2023-11-02,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,951.2,2.8,5
2023-11-03,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,929.8,2.8,4
2023-11-04,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,818.5,2.8,4
2023-11-05,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,843.0,2.8,3
2023-11-06,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,767.6,2.8,3
2023-11-07,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,917.9,2.8,5
2023-11-08,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,914.4,2.8,4
2023-11-09,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,921.2,2.8,4
2023-11-10,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,832.6,2.8,5
2023-11-11,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,709.3,2.8,4
2023-11-12,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,771.0,2.8,4
2023-11-13,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,935.2,2.8,3
2023-11-14,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1080.0,2.8,5
2023-11-15,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1009.5,2.8,3
2023-11-16,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,948.5,2.8,5
2023-11-17,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,917.5,2.8,4
2023-11-18,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,816.9,2.8,5
2023-11-19,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,746.5,2.8,4
2023-11-20,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,992.2,2.8,4
2023-11-21,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1055.8,2.8,4
2023-11-22,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,902.5,2.8,5
2023-11-23,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,875.0,2.8,4
2023-11-24,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1022.7,2.8,3
2023-11-25,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,694.9,2.8,4
2023-11-26,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,738.9,2.8,4
2023-11-27,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,906.6,2.8,3
2023-11-28,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1038.3,2.8,4
2023-11-29,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,855.7,2.8,2
2023-11-30,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,890.3,2.8,3
2023-12-01,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,890.0,2.8,5
2023-12-02,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,780.8,2.8,3
2023-12-03,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,707.2,2.8,4
2023-12-04,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1005.3,2.8,4
2023-12-05,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,895.3,2.8,4
2023-12-06,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,871.8,2.8,4
2023-12-07,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,952.8,2.8,4
2023-12-08,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1003.9,2.8,4
2023-12-09,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,721.8,2.8,4
2023-12-10,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,765.8,2.8,4
2023-12-11,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,894.8,2.8,4
2023-12-12,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,897.0,2.8,4
2023-12-13,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,981.2,2.8,4
2023-12-14,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1111.0,2.8,4
2023-12-15,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,983.2,2.8,4
2023-12-16,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,768.9,2.8,4
2023-12-17,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,741.5,2.8,5
2023-12-18,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,856.6,2.8,4
2023-12-19,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,964.2,2.8,4
2023-12-20,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,941.4,2.8,3
2023-12-21,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,997.8,2.8,4
2023-12-22,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,976.4,2.8,3
2023-12-23,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,684.9,2.8,4
2023-12-24,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,721.4,2.8,4
2023-12-25,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,948.4,2.8,4
2023-12-26,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,850.8,2.8,3
2023-12-27,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1059.4,2.8,4
2023-12-28,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,920.5,2.8,4
2023-12-29,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1078.8,2.8,4
2023-12-30,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,789.5,2.8,5
2023-12-31,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,731.8,2.8,4
2024-01-01,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,968.8,2.8,4
2024-01-02,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,843.7,2.8,4
2024-01-03,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,940.7,2.8,4
2024-01-04,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,907.0,2.8,4
2024-01-05,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,878.4,2.8,3
2024-01-06,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,708.2,2.8,4
2024-01-07,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,737.7,2.8,4
2024-01-08,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,898.1,2.8,4
2024-01-09,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,895.1,2.8,4
2024-01-10,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,891.0,2.8,4
2024-01-11,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1040.5,2.8,4
2024-01-12,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1000.4,2.8,4
2024-01-13,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,694.8,2.8,4
2024-01-14,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,748.5,2.8,3
2024-01-15,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,950.8,2.8,3
2024-01-16,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,990.0,2.8,4
2024-01-17,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,873.9,2.8,4
2024-01-18,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1034.4,2.8,4
2024-01-19,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1077.9,2.8,5
2024-01-20,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,814.8,2.8,3
2024-01-21,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,680.3,2.8,3
2024-01-22,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,875.8,2.8,5
2024-01-23,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1052.9,2.8,4
2024-01-24,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1127.5,2.8,3
2024-01-25,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,976.6,2.8,3
2024-01-26,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1009.0,2.8,4
2024-01-27,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,783.3,2.8,4
2024-01-28,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,883.6,2.8,3
2024-01-29,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,908.0,2.8,4
2024-01-30,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,857.5,2.8,3
2024-01-31,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,830.3,2.8,4
2024-02-01,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,992.4,2.8,5
2024-02-02,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1080.9,2.8,5
2024-02-03,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,838.5,2.8,3
2024-02-04,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,731.0,2.8,5
2024-02-05,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,952.7,2.8,4
2024-02-06,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,981.2,2.8,4
2024-02-07,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1013.1,2.8,4
2024-02-08,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1042.0,2.8,4
2024-02-09,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1077.3,2.8,2
2024-02-10,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,753.9,2.8,4
2024-02-11,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,809.0,2.8,4
2024-02-12,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,970.6,2.8,4
2024-02-13,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,961.8,2.8,4
2024-02-14,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,834.9,2.8,4
2024-02-15,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,964.4,2.8,4
2024-02-16,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,866.0,2.8,5
2024-02-17,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,847.4,2.8,4
2024-02-18,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,677.7,2.8,5
2024-02-19,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,897.0,2.8,3
2024-02-20,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,953.3,2.8,5
2024-02-21,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,966.3,2.8,4
2024-02-22,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,962.4,2.8,4
2024-02-23,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,955.1,2.8,4
2024-02-24,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,816.6,2.8,4
2024-02-25,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,725.8,2.8,4
2024-02-26,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,946.9,2.8,3
2024-02-27,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1003.2,2.8,4
2024-02-28,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,822.1,2.8,4
2024-02-29,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1120.3,2.8,4
2024-03-01,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1032.2,2.8,4
2024-03-02,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,720.3,2.8,5
2024-03-03,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,778.4,2.8,4
2024-03-04,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,905.0,2.8,4
2024-03-05,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1060.4,2.8,3
2024-03-06,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,761.7,2.8,4
2024-03-07,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,883.5,2.8,4
2024-03-08,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,882.0,2.8,5
2024-03-09,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,750.2,2.8,4
2024-03-10,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,773.6,2.8,4
2024-03-11,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,899.8,2.8,4
2024-03-12,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,973.0,2.8,4
2024-03-13,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1036.0,2.8,4
2024-03-14,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,904.0,2.8,5
2024-03-15,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,801.5,2.8,4
2024-03-16,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,779.5,2.8,3
2024-03-17,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,782.3,2.8,4
2024-03-18,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1020.0,2.8,4
2024-03-19,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1107.6,2.8,4
2024-03-20,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,1000.0,2.8,4
2024-03-21,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,988.3,2.8,5
2024-03-22,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,870.4,2.8,6
2024-03-23,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,848.2,2.8,4
2024-03-24,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,805.9,2.8,4
2024-03-25,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,836.1,2.8,3
2024-03-26,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,984.1,2.8,5
2024-03-27,SKU_501_ORGANIC_MILK_1L,Chilled Dairy,999.5,2.8,4
