date,sku_id,category,sales_volume,unit_cost,lead_time_days
2024-04-03,SKU_101_CANNED_CHICKEN,Ambient Proteins,500.9,2.5,13
2024-04-04,SKU_101_CANNED_CHICKEN,Ambient Proteins,579.5,2.5,11
2024-04-05,SKU_101_CANNED_CHICKEN,Ambient Proteins,476.1,2.5,11
2024-04-06,SKU_101_CANNED_CHICKEN,Ambient Proteins,454.9,2.5,12
2024-04-07,SKU_101_CANNED_CHICKEN,Ambient Proteins,451.5,2.5,15
2024-04-08,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-04-09,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-04-10,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,14
2024-04-11,SKU_101_CANNED_CHICKEN,Ambient Proteins,474.3,2.5,14
2024-04-12,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-04-13,SKU_101_CANNED_CHICKEN,Ambient Proteins,437.6,2.5,12
2024-04-14,SKU_101_CANNED_CHICKEN,Ambient Proteins,425.7,2.5,14
2024-04-15,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-04-16,SKU_101_CANNED_CHICKEN,Ambient Proteins,594.4,2.5,14
2024-04-17,SKU_101_CANNED_CHICKEN,Ambient Proteins,536.8,2.5,12
2024-04-18,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,9
2024-04-19,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,10
2024-04-20,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-04-21,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,13
2024-04-22,SKU_101_CANNED_CHICKEN,Ambient Proteins,502.9,2.5,12
2024-04-23,SKU_101_CANNED_CHICKEN,Ambient Proteins,477.7,2.5,11
2024-04-24,SKU_101_CANNED_CHICKEN,Ambient Proteins,606.4,2.5,12
2024-04-25,SKU_101_CANNED_CHICKEN,Ambient Proteins,553.4,2.5,10
2024-04-26,SKU_101_CANNED_CHICKEN,Ambient Proteins,649.9,2.5,15
2024-04-27,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,13
2024-04-28,SKU_101_CANNED_CHICKEN,Ambient Proteins,425.3,2.5,13
2024-04-29,SKU_101_CANNED_CHICKEN,Ambient Proteins,579.5,2.5,11
2024-04-30,SKU_101_CANNED_CHICKEN,Ambient Proteins,501.3,2.5,9
2024-05-01,SKU_101_CANNED_CHICKEN,Ambient Proteins,484.1,2.5,15
2024-05-02,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-05-03,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,9
2024-05-04,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,0
2024-05-05,SKU_101_CANNED_CHICKEN,Ambient Proteins,440.7,2.5,15
2024-05-06,SKU_101_CANNED_CHICKEN,Ambient Proteins,454.9,2.5,15
2024-05-07,SKU_101_CANNED_CHICKEN,Ambient Proteins,486.2,-2.5,10
2024-05-08,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,15
2024-05-09,SKU_101_CANNED_CHICKEN,Ambient Proteins,523.5,2.5,10
2024-05-10,SKU_101_CANNED_CHICKEN,Ambient Proteins,456.6,2.5,12
2024-05-11,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,10
2024-05-12,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,14
2024-05-13,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-05-14,SKU_101_CANNED_CHICKEN,Ambient Proteins,527.6,2.5,16
2024-05-15,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,14
2024-05-16,SKU_101_CANNED_CHICKEN,Ambient Proteins,513.9,2.5,12
2024-05-17,SKU_101_CANNED_CHICKEN,Ambient Proteins,558.5,2.5,12
2024-05-18,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,14
2024-05-19,SKU_101_CANNED_CHICKEN,Ambient Proteins,398.5,-2.5,16
2024-05-20,SKU_101_CANNED_CHICKEN,Ambient Proteins,560.5,2.5,12
2024-05-21,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-05-22,SKU_101_CANNED_CHICKEN,Ambient Proteins,499.0,2.5,12
2024-05-23,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-05-24,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-05-25,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,15
2024-05-26,SKU_101_CANNED_CHICKEN,Ambient Proteins,439.9,2.5,13
2024-05-27,SKU_101_CANNED_CHICKEN,Ambient Proteins,491.4,2.5,14
2024-05-28,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-05-29,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,10
2024-05-30,SKU_101_CANNED_CHICKEN,Ambient Proteins,489.4,2.5,14
2024-05-31,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-06-01,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-06-02,SKU_101_CANNED_CHICKEN,Ambient Proteins,425.1,2.5,14
2024-06-03,SKU_101_CANNED_CHICKEN,Ambient Proteins,497.0,2.5,14
2024-06-04,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,14
2024-06-05,SKU_101_CANNED_CHICKEN,Ambient Proteins,510.2,2.5,11
2024-06-06,SKU_101_CANNED_CHICKEN,Ambient Proteins,624.7,2.5,14
2024-06-07,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-06-08,SKU_101_CANNED_CHICKEN,Ambient Proteins,475.7,2.5,10
2024-06-09,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,13
2024-06-10,SKU_101_CANNED_CHICKEN,Ambient Proteins,487.8,2.5,12
2024-06-11,SKU_101_CANNED_CHICKEN,Ambient Proteins,414.8,2.5,15
2024-06-12,SKU_101_CANNED_CHICKEN,Ambient Proteins,508.2,2.5,13
2024-06-13,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,14
2024-06-14,SKU_101_CANNED_CHICKEN,Ambient Proteins,501.7,2.5,12
2024-06-15,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,14
2024-06-16,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,0
2024-06-17,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,14
2024-06-18,SKU_101_CANNED_CHICKEN,Ambient Proteins,417.6,2.5,15
2024-06-19,SKU_101_CANNED_CHICKEN,Ambient Proteins,508.5,2.5,12
2024-06-20,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-06-21,SKU_101_CANNED_CHICKEN,Ambient Proteins,591.0,2.5,13
2024-06-22,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-06-23,SKU_101_CANNED_CHICKEN,Ambient Proteins,363.1,2.5,10
2024-06-24,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,13
2024-06-25,SKU_101_CANNED_CHICKEN,Ambient Proteins,528.0,2.5,14
2024-06-26,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-06-27,SKU_101_CANNED_CHICKEN,Ambient Proteins,643.7,2.5,13
2024-06-28,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,15
2024-06-29,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,15
2024-06-30,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,14
2024-07-01,SKU_101_CANNED_CHICKEN,Ambient Proteins,448.2,2.5,13
2024-07-02,SKU_101_CANNED_CHICKEN,Ambient Proteins,516.1,2.5,10
2024-07-03,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,9
2024-07-04,SKU_101_CANNED_CHICKEN,Ambient Proteins,424.0,2.5,13
2024-07-05,SKU_101_CANNED_CHICKEN,Ambient Proteins,554.3,-2.5,14
2024-07-06,SKU_101_CANNED_CHICKEN,Ambient Proteins,455.9,2.5,15
2024-07-07,SKU_101_CANNED_CHICKEN,Ambient Proteins,454.2,2.5,12
2024-07-08,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-07-09,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,10
2024-07-10,SKU_101_CANNED_CHICKEN,Ambient Proteins,542.2,2.5,12
2024-07-11,SKU_101_CANNED_CHICKEN,Ambient Proteins,538.8,2.5,13
2024-07-12,SKU_101_CANNED_CHICKEN,Ambient Proteins,395.7,2.5,10
2024-07-13,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-07-14,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,13
2024-07-15,SKU_101_CANNED_CHICKEN,Ambient Proteins,603.8,2.5,13
2024-07-16,SKU_101_CANNED_CHICKEN,Ambient Proteins,507.9,2.5,9
2024-07-17,SKU_101_CANNED_CHICKEN,Ambient Proteins,452.5,2.5,13
2024-07-18,SKU_101_CANNED_CHICKEN,Ambient Proteins,579.9,2.5,15
2024-07-19,SKU_101_CANNED_CHICKEN,Ambient Proteins,480.9,2.5,11
2024-07-20,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,16
2024-07-21,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,0
2024-07-22,SKU_101_CANNED_CHICKEN,Ambient Proteins,533.2,2.5,14
2024-07-23,SKU_101_CANNED_CHICKEN,Ambient Proteins,578.1,2.5,12
2024-07-24,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-07-25,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,14
2024-07-26,SKU_101_CANNED_CHICKEN,Ambient Proteins,501.5,2.5,11
2024-07-27,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,15
2024-07-28,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-07-29,SKU_101_CANNED_CHICKEN,Ambient Proteins,534.7,2.5,8
2024-07-30,SKU_101_CANNED_CHICKEN,Ambient Proteins,498.7,2.5,14
2024-07-31,SKU_101_CANNED_CHICKEN,Ambient Proteins,575.7,2.5,13
2024-08-01,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,13
2024-08-02,SKU_101_CANNED_CHICKEN,Ambient Proteins,509.5,2.5,9
2024-08-03,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,13
2024-08-04,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,9
2024-08-05,SKU_101_CANNED_CHICKEN,Ambient Proteins,517.8,2.5,12
2024-08-06,SKU_101_CANNED_CHICKEN,Ambient Proteins,466.5,2.5,13
2024-08-07,SKU_101_CANNED_CHICKEN,Ambient Proteins,563.4,-2.5,11
2024-08-08,SKU_101_CANNED_CHICKEN,Ambient Proteins,631.9,2.5,11
2024-08-09,SKU_101_CANNED_CHICKEN,Ambient Proteins,500.8,2.5,11
2024-08-10,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-08-11,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-08-12,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,8
2024-08-13,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-08-14,SKU_101_CANNED_CHICKEN,Ambient Proteins,551.2,2.5,14
2024-08-15,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-08-16,SKU_101_CANNED_CHICKEN,Ambient Proteins,485.6,2.5,13
2024-08-17,SKU_101_CANNED_CHICKEN,Ambient Proteins,401.1,2.5,10
2024-08-18,SKU_101_CANNED_CHICKEN,Ambient Proteins,525.1,2.5,11
2024-08-19,SKU_101_CANNED_CHICKEN,Ambient Proteins,491.3,2.5,8
2024-08-20,SKU_101_CANNED_CHICKEN,Ambient Proteins,568.8,2.5,10
2024-08-21,SKU_101_CANNED_CHICKEN,Ambient Proteins,525.7,2.5,14
2024-08-22,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-08-23,SKU_101_CANNED_CHICKEN,Ambient Proteins,604.0,2.5,8
2024-08-24,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,10
2024-08-25,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-08-26,SKU_101_CANNED_CHICKEN,Ambient Proteins,468.5,2.5,11
2024-08-27,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-08-28,SKU_101_CANNED_CHICKEN,Ambient Proteins,535.6,2.5,14
2024-08-29,SKU_101_CANNED_CHICKEN,Ambient Proteins,579.4,2.5,13
2024-08-30,SKU_101_CANNED_CHICKEN,Ambient Proteins,478.3,2.5,12
2024-08-31,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,14
2024-09-01,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,15
2024-09-02,SKU_101_CANNED_CHICKEN,Ambient Proteins,503.8,2.5,11
2024-09-03,SKU_101_CANNED_CHICKEN,Ambient Proteins,597.3,2.5,10
2024-09-04,SKU_101_CANNED_CHICKEN,Ambient Proteins,423.8,2.5,14
2024-09-05,SKU_101_CANNED_CHICKEN,Ambient Proteins,525.6,2.5,12
2024-09-06,SKU_101_CANNED_CHICKEN,Ambient Proteins,505.2,2.5,12
2024-09-07,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-09-08,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-09-09,SKU_101_CANNED_CHICKEN,Ambient Proteins,480.7,2.5,11
2024-09-10,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,13
2024-09-11,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-09-12,SKU_101_CANNED_CHICKEN,Ambient Proteins,536.5,-2.5,12
2024-09-13,SKU_101_CANNED_CHICKEN,Ambient Proteins,486.1,2.5,11
2024-09-14,SKU_101_CANNED_CHICKEN,Ambient Proteins,446.7,-2.5,12
2024-09-15,SKU_101_CANNED_CHICKEN,Ambient Proteins,510.9,2.5,15
2024-09-16,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-09-17,SKU_101_CANNED_CHICKEN,Ambient Proteins,494.5,2.5,10
2024-09-18,SKU_101_CANNED_CHICKEN,Ambient Proteins,538.7,2.5,7
2024-09-19,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-09-20,SKU_101_CANNED_CHICKEN,Ambient Proteins,444.2,2.5,13
2024-09-21,SKU_101_CANNED_CHICKEN,Ambient Proteins,375.9,2.5,0
2024-09-22,SKU_101_CANNED_CHICKEN,Ambient Proteins,542.3,2.5,9
2024-09-23,SKU_101_CANNED_CHICKEN,Ambient Proteins,516.3,2.5,11
2024-09-24,SKU_101_CANNED_CHICKEN,Ambient Proteins,492.5,2.5,13
2024-09-25,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,13
2024-09-26,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,16
2024-09-27,SKU_101_CANNED_CHICKEN,Ambient Proteins,431.3,-2.5,10
2024-09-28,SKU_101_CANNED_CHICKEN,Ambient Proteins,431.4,2.5,12
2024-09-29,SKU_101_CANNED_CHICKEN,Ambient Proteins,444.9,2.5,0
2024-09-30,SKU_101_CANNED_CHICKEN,Ambient Proteins,517.7,2.5,12
2024-10-01,SKU_101_CANNED_CHICKEN,Ambient Proteins,492.9,2.5,13
2024-10-02,SKU_101_CANNED_CHICKEN,Ambient Proteins,507.3,2.5,11
2024-10-03,SKU_101_CANNED_CHICKEN,Ambient Proteins,552.5,2.5,14
2024-10-04,SKU_101_CANNED_CHICKEN,Ambient Proteins,408.3,2.5,13
2024-10-05,SKU_101_CANNED_CHICKEN,Ambient Proteins,412.7,2.5,14
2024-10-06,SKU_101_CANNED_CHICKEN,Ambient Proteins,413.6,2.5,14
2024-10-07,SKU_101_CANNED_CHICKEN,Ambient Proteins,488.5,2.5,8
2024-10-08,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,10
2024-10-09,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-10-10,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,13
2024-10-11,SKU_101_CANNED_CHICKEN,Ambient Proteins,570.7,2.5,12
2024-10-12,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,13
2024-10-13,SKU_101_CANNED_CHICKEN,Ambient Proteins,431.2,2.5,13
2024-10-14,SKU_101_CANNED_CHICKEN,Ambient Proteins,478.1,2.5,0
2024-10-15,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,14
2024-10-16,SKU_101_CANNED_CHICKEN,Ambient Proteins,574.6,2.5,12
2024-10-17,SKU_101_CANNED_CHICKEN,Ambient Proteins,,-2.5,13
2024-10-18,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-10-19,SKU_101_CANNED_CHICKEN,Ambient Proteins,488.2,2.5,13
2024-10-20,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,13
2024-10-21,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-10-22,SKU_101_CANNED_CHICKEN,Ambient Proteins,501.5,-2.5,11
2024-10-23,SKU_101_CANNED_CHICKEN,Ambient Proteins,574.4,2.5,14
2024-10-24,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,14
2024-10-25,SKU_101_CANNED_CHICKEN,Ambient Proteins,438.4,2.5,13
2024-10-26,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,11
2024-10-27,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,14
2024-10-28,SKU_101_CANNED_CHICKEN,Ambient Proteins,477.2,2.5,8
2024-10-29,SKU_101_CANNED_CHICKEN,Ambient Proteins,533.4,2.5,17
2024-10-30,SKU_101_CANNED_CHICKEN,Ambient Proteins,513.3,2.5,12
2024-10-31,SKU_101_CANNED_CHICKEN,Ambient Proteins,617.3,-2.5,13
2024-11-01,SKU_101_CANNED_CHICKEN,Ambient Proteins,535.3,2.5,13
2024-11-02,SKU_101_CANNED_CHICKEN,Ambient Proteins,434.7,2.5,10
2024-11-03,SKU_101_CANNED_CHICKEN,Ambient Proteins,,-2.5,15
2024-11-04,SKU_101_CANNED_CHICKEN,Ambient Proteins,533.5,2.5,12
2024-11-05,SKU_101_CANNED_CHICKEN,Ambient Proteins,,-2.5,13
2024-11-06,SKU_101_CANNED_CHICKEN,Ambient Proteins,656.9,2.5,13
2024-11-07,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-11-08,SKU_101_CANNED_CHICKEN,Ambient Proteins,,-2.5,11
2024-11-09,SKU_101_CANNED_CHICKEN,Ambient Proteins,460.2,2.5,8
2024-11-10,SKU_101_CANNED_CHICKEN,Ambient Proteins,414.3,2.5,13
2024-11-11,SKU_101_CANNED_CHICKEN,Ambient Proteins,590.4,2.5,11
2024-11-12,SKU_101_CANNED_CHICKEN,Ambient Proteins,445.1,2.5,12
2024-11-13,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-11-14,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,10
2024-11-15,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-11-16,SKU_101_CANNED_CHICKEN,Ambient Proteins,469.9,2.5,9
2024-11-17,SKU_101_CANNED_CHICKEN,Ambient Proteins,380.9,2.5,13
2024-11-18,SKU_101_CANNED_CHICKEN,Ambient Proteins,482.0,2.5,12
2024-11-19,SKU_101_CANNED_CHICKEN,Ambient Proteins,,2.5,12
2024-11-20,SKU_101_CANNED_CHICKEN,Ambient Proteins,488.3,2.5,12
